LVA-Nummer,Wochentag,Datum,Startzeit,Endzeit,Ort,Anmerkung
531.241,Do.,20.06.24,13:45,14:30,HS 19,
531.241,Do.,27.06.24,13:45,14:30,HS 19,2. Test
531.241,Do.,11.07.24,13:45,14:30,HS 19,2. Nachtest
531.242,Do.,07.03.24,13:45,14:30,HS 19,
531.242,Do.,07.03.24,14:30,15:15,HS 19,
531.242,Do.,14.03.24,13:45,14:30,HS 19,
531.242,Do.,21.03.24,13:45,14:30,HS 19,
531.242,Do.,11.04.24,13:45,14:30,HS 19,
531.242,Do.,18.04.24,13:45,14:30,HS 19,
531.242,Do.,25.04.24,13:45,14:30,HS 19,
531.242,Do.,02.05.24,13:45,14:30,HS 19,
531.242,Do.,16.05.24,13:45,14:30,HS 19,
531.242,Do.,23.05.24,13:45,14:30,HS 19,
531.242,Do.,06.06.24,13:45,14:30,HS 19,
531.242,Do.,13.06.24,13:45,14:30,HS 19,
531.242,Do.,20.06.24,13:45,14:30,HS 19,
531.242,Do.,27.06.24,13:45,14:30,HS 19,2. Test
531.242,Do.,11.07.24,13:45,14:30,HS 19,2. Nachtest
229.054,Di.,05.03.24,15:30,18:00,HS 19,
229.054,Di.,12.03.24,15:30,18:00,HS 19,
229.054,Di.,19.03.24,15:30,18:00,HS 19,
229.054,Di.,09.04.24,15:30,18:00,HS 19,
229.054,Di.,16.04.24,15:30,18:00,HS 19,
229.054,Di.,23.04.24,15:30,18:00,HS 19,
229.054,Di.,30.04.24,15:30,18:00,HS 19,
229.054,Di.,14.05.24,15:30,18:00,HS 19,
229.054,Di.,04.06.24,15:30,18:00,HS 19,
229.054,Di.,11.06.24,15:30,18:00,HS 19,
229.054,Di.,25.06.24,15:30,18:00,HS 19,
250.900,Mi.,12.06.24,08:30,10:00,HS 19,Schlussklausur
140.004,Mo.,08.04.24,15:30,18:00,HS 19,
140.004,Mo.,15.04.24,15:30,18:00,HS 19,
140.004,Mo.,29.04.24,15:30,18:00,HS 19,
140.004,Mo.,06.05.24,15:30,18:00,HS 19,
360.001,Di.,05.03.24,10:15,11:45,HS 19,
360.001,Di.,12.03.24,10:15,11:45,HS 19,
360.001,Di.,19.03.24,10:15,11:45,HS 19,
360.001,Di.,09.04.24,10:15,11:45,HS 19,
360.001,Di.,16.04.24,10:15,11:45,HS 19,
360.001,Mo.,22.04.24,17:15,18:45,HS 19,Tutorium
360.001,Di.,23.04.24,10:15,11:45,HS 19,
360.001,Di.,30.04.24,10:15,11:45,HS 19,
360.001,Di.,07.05.24,10:15,11:45,HS 19,
360.001,Di.,14.05.24,10:15,11:45,HS 19,
360.001,Di.,28.05.24,10:15,11:45,HS 19,
360.001,Di.,04.06.24,10:15,11:45,HS 19,
360.001,Di.,11.06.24,10:15,11:45,HS 19,
360.001,Di.,18.06.24,10:15,11:45,HS 19,
360.001,Di.,25.06.24,10:15,11:45,HS 19,
231.115,Mo.,11.03.24,12:00,13:30,HS 19,
231.115,Mo.,18.03.24,12:00,13:30,HS 19,
231.115,Mo.,08.04.24,12:00,13:30,HS 19,
231.115,Mo.,15.04.24,12:00,13:30,HS 19,
231.115,Mo.,22.04.24,12:00,13:30,HS 19,
231.115,Mo.,29.04.24,12:00,13:30,HS 19,
231.115,Mo.,06.05.24,12:00,13:30,HS 19,
231.115,Mo.,13.05.24,12:00,13:30,HS 19,
231.115,Mo.,27.05.24,12:00,13:30,HS 19,
231.115,Mo.,03.06.24,12:00,13:30,HS 19,
231.115,Mo.,10.06.24,12:00,13:30,HS 19,
231.115,Mo.,17.06.24,12:00,13:30,HS 19,
231.115,Mo.,24.06.24,12:00,13:30,HS 19,
239.010,Mi.,19.06.24,08:30,10:00,HS 19,Klausur
334.005,Mi.,17.07.24,08:00,11:00,HS 19,
100.100,Mi.,20.03.24,15:30,17:00,HS 19,
362.000,Do.,27.06.24,12:00,13:30,HS 19,Klausur
531.120,Mo.,24.06.24,10:15,11:45,HS 19,
358.001,Do.,07.03.24,08:30,10:00,HS 19,
358.001,Do.,14.03.24,08:30,10:00,HS 19,
358.001,Do.,21.03.24,08:30,10:00,HS 19,
358.001,Do.,11.04.24,08:30,10:00,HS 19,
358.001,Do.,18.04.24,08:30,10:00,HS 19,
358.001,Do.,25.04.24,08:30,10:00,HS 19,
358.001,Do.,02.05.24,08:30,10:00,HS 19,
358.001,Do.,16.05.24,08:30,10:00,HS 19,
358.001,Do.,23.05.24,08:30,10:00,HS 19,
358.001,Do.,06.06.24,08:30,10:00,HS 19,
358.001,Do.,13.06.24,08:30,10:00,HS 19,
358.001,Do.,20.06.24,08:30,10:00,HS 19,
358.001,Do.,27.06.24,08:30,10:00,HS 19,
378.014,Di.,09.07.24,09:00,12:00,HS 19,"Prüfungstermin, über KUSSS anmelden"
378.012,Di.,02.07.24,09:00,12:00,HS 19,"Prüfungstermin, über KUSSS anmelden"
327.029,Mi.,06.03.24,10:15,11:45,HS 19,
327.029,Do.,07.03.24,10:15,11:45,HS 19,
327.029,Mi.,13.03.24,10:15,11:45,HS 19,
327.029,Do.,14.03.24,10:15,11:45,HS 19,
327.029,Mi.,20.03.24,10:15,11:45,HS 19,
327.029,Do.,21.03.24,10:15,11:45,HS 19,
327.029,Mi.,10.04.24,10:15,11:45,HS 19,
327.029,Do.,11.04.24,10:15,11:45,HS 19,
327.029,Mi.,17.04.24,10:15,11:45,HS 19,
327.029,Do.,18.04.24,10:15,11:45,HS 19,
327.029,Mi.,24.04.24,10:15,11:45,HS 19,
327.029,Do.,25.04.24,10:15,11:45,HS 19,
327.029,Do.,02.05.24,10:15,11:45,HS 19,
327.029,Mi.,08.05.24,10:15,11:45,HS 19,
327.029,Mi.,15.05.24,10:15,11:45,HS 19,
327.029,Do.,16.05.24,10:15,11:45,HS 19,
327.029,Mi.,22.05.24,10:15,11:45,HS 19,
327.029,Do.,23.05.24,10:15,11:45,HS 19,
327.029,Mi.,29.05.24,10:15,11:45,HS 19,
327.029,Mi.,05.06.24,10:15,11:45,HS 19,
327.029,Do.,06.06.24,10:15,11:45,HS 19,
327.029,Mi.,12.06.24,10:15,11:45,HS 19,
327.029,Do.,13.06.24,10:15,11:45,HS 19,
327.029,Mi.,19.06.24,10:15,11:45,HS 19,
327.029,Do.,20.06.24,10:15,11:45,HS 19,
327.029,Mi.,26.06.24,10:15,11:45,HS 19,
327.029,Do.,27.06.24,10:15,11:45,HS 19,
379.020,Mo.,01.07.24,13:45,15:15,HS 19,EXAM - please register in Kusss
379.020,Mo.,30.09.24,13:45,15:15,HS 19,EXAM - please register in Kusss
190.300,Do.,07.03.24,17:15,19:45,HS 19,Grundlagen - Vertragsschluss
190.300,Do.,14.03.24,17:15,19:45,HS 19,Vertragsschuss - AGB
190.300,Do.,21.03.24,17:15,19:45,HS 19,Wurzelmängel - Grundlagen Leistungstörung- Ausgabe Hausarbeit
190.300,Do.,11.04.24,17:15,19:45,HS 19,Leistungsstörung - Verzug - Gewährleistung - Fälle
190.300,Do.,18.04.24,17:15,19:45,HS 19,Schadenersatz - Abgabe Hausarbeit
190.300,Do.,25.04.24,17:15,19:45,HS 19,Schadenersatz
190.300,Do.,02.05.24,17:15,19:45,HS 19,Stellvertretung
190.300,Do.,16.05.24,17:15,19:45,HS 19,Besprechung HA - Sachenrecht
190.300,Do.,23.05.24,17:15,19:45,HS 19,Rechtsformen Unternehmen
190.300,Do.,06.06.24,17:15,19:45,HS 19,Datenschutz
190.300,Do.,27.06.24,17:15,19:45,HS 19,Fragestunde
365.232,Mi.,06.03.24,14:30,15:15,HS 19,
365.232,Mi.,13.03.24,14:30,15:15,HS 19,
365.232,Mi.,20.03.24,14:30,15:15,HS 19,
365.232,Mi.,10.04.24,14:30,15:15,HS 19,
365.232,Mi.,17.04.24,14:30,15:15,HS 19,
365.232,Mi.,24.04.24,14:30,15:15,HS 19,
365.232,Mi.,08.05.24,14:30,15:15,HS 19,
365.232,Mi.,15.05.24,14:30,15:15,HS 19,
365.232,Mi.,22.05.24,14:30,15:15,HS 19,
365.232,Mi.,29.05.24,14:30,15:15,HS 19,
365.232,Mi.,05.06.24,14:30,15:15,HS 19,
365.232,Mi.,12.06.24,14:30,15:15,HS 19,
365.232,Mi.,19.06.24,14:30,15:15,HS 19,
365.232,Mi.,26.06.24,14:30,15:15,HS 19,
532.210,Mo.,01.07.24,09:00,11:00,HS 19,
532.210,Di.,10.09.24,09:00,11:00,HS 19,
361.007,Mo.,08.07.24,10:15,11:45,HS 19,Haupttest
361.008,Mo.,08.07.24,10:15,11:45,HS 19,Haupttest
361.009,Mo.,08.07.24,10:15,11:45,HS 19,Haupttest
361.001,Fr.,08.03.24,08:30,10:00,HS 19,
361.001,Fr.,15.03.24,08:30,10:00,HS 19,
361.001,Fr.,22.03.24,08:30,10:00,HS 19,
361.001,Fr.,12.04.24,08:30,10:00,HS 19,
361.001,Fr.,19.04.24,08:30,10:00,HS 19,
361.001,Fr.,26.04.24,08:30,10:00,HS 19,
361.001,Fr.,03.05.24,08:30,10:00,HS 19,
361.001,Fr.,03.05.24,10:15,12:45,HS 19,Klausur
361.001,Fr.,07.06.24,08:30,10:00,HS 19,
382.037,Di.,05.03.24,12:00,15:15,HS 19,
382.037,Di.,12.03.24,12:00,15:15,HS 19,
382.037,Di.,19.03.24,12:00,15:15,HS 19,
382.037,Di.,09.04.24,12:00,15:15,HS 19,
382.037,Di.,16.04.24,12:00,15:15,HS 19,
382.037,Di.,23.04.24,12:00,15:15,HS 19,
382.037,Di.,30.04.24,12:00,15:15,HS 19,
382.037,Di.,07.05.24,12:00,15:15,HS 19,
382.037,Di.,14.05.24,12:00,15:15,HS 19,
382.037,Di.,28.05.24,12:00,15:15,HS 19,
382.037,Di.,04.06.24,12:00,15:15,HS 19,
382.037,Di.,11.06.24,12:00,15:15,HS 19,
382.037,Di.,18.06.24,12:00,15:15,HS 19,
382.037,Di.,25.06.24,12:00,15:15,HS 19,
190.035,Mo.,04.03.24,13:45,15:15,HS 19,
190.035,Mo.,11.03.24,13:45,15:15,HS 19,!!! ABGESAGT !!!
190.035,Mo.,18.03.24,13:45,15:15,HS 19,
190.035,Mo.,08.04.24,13:45,15:15,HS 19,
190.035,Mo.,15.04.24,13:45,15:15,HS 19,
190.035,Mo.,22.04.24,13:45,15:15,HS 19,
190.035,Mo.,29.04.24,13:45,15:15,HS 19,
190.035,Mo.,06.05.24,13:45,15:15,HS 19,
190.035,Mo.,13.05.24,13:45,15:15,HS 19,
190.035,Mo.,27.05.24,13:45,15:15,HS 19,
190.035,Mo.,03.06.24,13:45,15:15,HS 19,
190.035,Mo.,10.06.24,13:45,15:15,HS 19,
190.035,Mo.,17.06.24,13:45,15:15,HS 19,
190.035,Mo.,24.06.24,13:45,15:15,HS 19,
259.022,Mi.,06.03.24,12:00,14:30,HS 19,Introduction and Organisation
259.022,Mi.,20.03.24,12:00,14:30,HS 19,Scenarios
259.022,Mi.,10.04.24,12:00,14:30,HS 19,"OO Architecture, Tactics"
259.022,Mi.,24.04.24,12:00,14:30,HS 19,Exercise Part 1: Discussion
259.022,Mi.,08.05.24,12:00,14:30,HS 19,Architecture Documentation and Knowledge Management
259.022,Mi.,15.05.24,12:00,14:30,HS 19,"Architecture Styles, Component-Based SA"
259.022,Mi.,22.05.24,12:00,14:30,HS 19,Distributed and Client/Server Software Architecture
259.022,Mi.,29.05.24,12:00,14:30,HS 19,"Message-Based, Event-Based, SOA"
259.022,Mi.,05.06.24,12:00,14:30,HS 19,"REST, Microservice Architecture"
259.022,Mi.,12.06.24,12:00,14:30,HS 19,TBD
259.022,Mi.,19.06.24,12:00,14:30,HS 19,Exercise Part 2: Discussion
339.170,Do.,07.03.24,15:30,17:00,HS 19,
339.170,Do.,14.03.24,15:30,17:00,HS 19,
339.170,Do.,21.03.24,15:30,17:00,HS 19,
339.170,Do.,11.04.24,15:30,17:00,HS 19,
339.170,Do.,18.04.24,15:30,17:00,HS 19,
339.170,Do.,25.04.24,15:30,17:00,HS 19,
339.170,Do.,02.05.24,15:30,17:00,HS 19,
339.170,Do.,16.05.24,15:30,17:00,HS 19,
339.170,Do.,23.05.24,15:30,17:00,HS 19,
339.170,Do.,06.06.24,15:30,17:00,HS 19,
339.170,Do.,13.06.24,15:30,17:00,HS 19,
339.170,Do.,20.06.24,15:30,17:00,HS 19,
339.170,Do.,27.06.24,15:30,17:00,HS 19,Klausur
366.560,Di.,05.03.24,08:30,10:00,HS 19,
366.560,Di.,12.03.24,08:30,10:00,HS 19,
366.560,Di.,19.03.24,08:30,10:00,HS 19,
366.560,Di.,09.04.24,08:30,10:00,HS 19,
366.560,Di.,16.04.24,08:30,10:00,HS 19,
366.560,Di.,23.04.24,08:30,10:00,HS 19,
366.560,Di.,30.04.24,08:30,10:00,HS 19,
366.560,Di.,07.05.24,08:30,10:00,HS 19,
366.560,Di.,14.05.24,08:30,10:00,HS 19,
366.560,Di.,28.05.24,08:30,10:00,HS 19,
366.560,Di.,04.06.24,08:30,10:00,HS 19,
366.560,Di.,11.06.24,08:30,10:00,HS 19,
366.560,Di.,18.06.24,08:30,10:00,HS 19,
366.560,Di.,25.06.24,08:30,10:00,HS 19,
238.302,Mo.,04.03.24,10:15,11:45,HS 19,
238.302,Mo.,11.03.24,10:15,11:45,HS 19,
238.302,Mo.,18.03.24,10:15,11:45,HS 19,
238.302,Mo.,08.04.24,10:15,11:45,HS 19,
238.302,Mo.,15.04.24,10:15,11:45,HS 19,
238.302,Mo.,22.04.24,10:15,11:45,HS 19,
238.302,Mo.,29.04.24,10:15,11:45,HS 19,
238.302,Mo.,06.05.24,10:15,11:45,HS 19,
238.302,Mo.,13.05.24,10:15,11:45,HS 19,
238.302,Mo.,27.05.24,10:15,11:45,HS 19,
238.302,Mo.,03.06.24,10:15,11:45,HS 19,
238.302,Mo.,10.06.24,10:15,11:45,HS 19,
150.005,Mo.,03.06.24,15:30,18:45,HS 19,
379.014,Mo.,01.07.24,13:45,15:15,HS 19,Klausur - bitte im Kusss anmelden
379.014,Mo.,30.09.24,13:45,15:15,HS 19,Klausur - bitte im Kusss anmelden
365.041,Do.,11.07.24,10:15,11:45,HS 19,EXAM
102.016,Mo.,04.03.24,15:30,18:45,HS 19,
102.016,Mo.,11.03.24,15:30,18:45,HS 19,
102.016,Mo.,18.03.24,15:30,18:45,HS 19,
256.902,Mi.,06.03.24,17:15,20:15,HS 19,
231.010,Mo.,17.06.24,15:30,17:00,HS 19,
